Product_ID,Category,Sub_Category,Product_Name,Selling_Price_INR,Cost_INR,Stock_Quantity,Product_Rating,Review_Count
P00920,Sports,Outdoor,GlowCare Outdoor 38,1407.25,733.38,830,3.9,4915
P00921,Sports,Outdoor,UrbanNest Outdoor 39,6951.47,3884.4,701,4.6,3074
P00922,Sports,Outdoor,Vistara Outdoor 40,7028.25,4143.86,680,4.4,1252
P00923,Sports,Outdoor,UrbanNest Outdoor 41,10148.17,5776.55,410,3.8,1978
P00924,Sports,Outdoor,GlowCare Outdoor 42,10575.43,5349.63,191,3.4,2106
P00925,Sports,Sportswear,UrbanNest Sportswear 01,10555.76,5872.4,788,4.3,1548
P00926,Sports,Sportswear,Aarohi Sportswear 02,10750.7,6980.97,327,4.8,4478
P00927,Sports,Sportswear,HomeEase Sportswear 03,13425.39,7836.43,603,3.6,2515
P00928,Sports,Sportswear,FitPro Sportswear 04,10640.94,7269.11,38,4.7,501
P00929,Sports,Sportswear,Aarohi Sportswear 05,10201.58,6942.55,98,3.6,3503
P00930,Sports,Sportswear,Aarohi Sportswear 06,10663.92,5208.62,376,4,3398
P00931,Sports,Sportswear,DailyKart Sportswear 07,6735.94,4545.97,111,3.5,1685
P00932,Sports,Sportswear,HomeEase Sportswear 08,12177.62,6887.32,49,4.1,1683
P00933,Sports,Sportswear,HomeEase Sportswear 09,3146.06,1971.31,995,3.4,4291
P00934,Sports,Sportswear,FitPro Sportswear 10,12154.25,8221.5,285,4.6,1117
P00935,Sports,Sportswear,NovaTech Sportswear 11,1549.35,1154.82,448,3.5,2671
P00936,Sports,Sportswear,NovaTech Sportswear 12,2784.93,2096.84,155,4.6,3178
P00937,Sports,Sportswear,GlowCare Sportswear 13,12215.28,6267.51,283,4,2020
P00938,Sports,Sportswear,UrbanNest Sportswear 14,2342.13,1514.99,497,3.9,4911
P00939,Sports,Sportswear,UrbanNest Sportswear 15,3075.32,1723.66,731,4.9,3609
P00940,Sports,Sportswear,UrbanNest Sportswear 16,13696.88,7161.62,491,4.1,4191
P00941,Sports,Sportswear,Aarohi Sportswear 17,1865.75,1342.2,388,3.9,3809
P00942,Sports,Sportswear,ByteMax Sportswear 18,8385.74,4362.24,153,4.7,3491
P00943,Sports,Sportswear,UrbanNest Sportswear 19,4361.67,2105.76,167,3.8,4220
P00944,Sports,Sportswear,ByteMax Sportswear 20,14237.92,10867.9,309,4.5,689
P00945,Sports,Sportswear,Vistara Sportswear 21,13184.32,8742.97,213,4.8,1948
P00946,Sports,Sportswear,FitPro Sportswear 22,3927.21,2133.26,38,4.4,4015
P00947,Sports,Sportswear,Vistara Sportswear 23,8389.6,4898.38,215,4.2,2834
P00948,Sports,Sportswear,Aarohi Sportswear 24,1503.06,953.06,28,3.6,2278
P00949,Sports,Sportswear,GlowCare Sportswear 25,10255.68,6404.89,702,4.5,799
P00950,Sports,Sportswear,Zenith Sportswear 26,11311.12,6451.93,659,3.9,4055
P00951,Sports,Sportswear,DailyKart Sportswear 27,9231.11,6026.75,995,4.6,4579
P00952,Sports,Sportswear,ByteMax Sportswear 28,3207.03,2340.55,631,3.5,4783
P00953,Sports,Sportswear,ByteMax Sportswear 29,6970.88,4455.9,528,4.8,3869
P00954,Sports,Sportswear,GlowCare Sportswear 30,4691.5,2429.73,73,3.7,4497
P00955,Sports,Sportswear,ByteMax Sportswear 31,8818.29,6380.24,106,3.6,476
P00956,Sports,Sportswear,Zenith Sportswear 32,14524.68,7385.05,906,4.3,2643
P00957,Sports,Sportswear,NovaTech Sportswear 33,6492.57,3961.26,890,4,327
P00958,Sports,Sportswear,Vistara Sportswear 34,2276.93,1161.34,995,3.4,1102
P00959,Sports,Sportswear,NovaTech Sportswear 35,5996.78,3600.03,651,4.4,3949
P00960,Sports,Sportswear,GlowCare Sportswear 36,5367.06,2792.29,190,3.8,4200
P00961,Sports,Sportswear,Aarohi Sportswear 37,10691.62,7756.47,359,4.7,3982
P00962,Sports,Sportswear,UrbanNest Sportswear 38,4406.38,2174.53,159,4.1,3499
P00963,Sports,Sportswear,Zenith Sportswear 39,10250.83,7272.93,907,3.6,4435
P00964,Sports,Sportswear,FitPro Sportswear 40,7151.69,5365.05,989,3.5,1643
P00965,Sports,Sportswear,Zenith Sportswear 41,2669.35,1556,113,3.7,952
P00966,Sports,Sportswear,DailyKart Sportswear 42,3183.68,1581.44,839,3.8,198
P00967,Sports,Equipment,Zenith Equipment 01,8176.05,6142.25,628,4.9,4343
P00968,Sports,Equipment,FitPro Equipment 02,10724.92,6604.65,666,4,3148
P00969,Sports,Equipment,Zenith Equipment 03,10843.92,6335.59,197,4.6,122
P00970,Sports,Equipment,Aarohi Equipment 04,6866.52,4115.23,21,3.9,1227
P00971,Sports,Equipment,DailyKart Equipment 05,6268.24,4049.1,797,3.9,328
P00972,Sports,Equipment,Vistara Equipment 06,8466.82,4791.15,136,4.7,3035
P00973,Sports,Equipment,Aarohi Equipment 07,1579.43,1076.81,129,4.4,1608
P00974,Sports,Equipment,GlowCare Equipment 08,2662.19,1954.08,157,4.1,3400
P00975,Sports,Equipment,FitPro Equipment 09,11553.89,7426.46,665,4.2,1951
P00976,Sports,Equipment,Zenith Equipment 10,5694.97,3849.05,974,4.9,978
P00977,Sports,Equipment,NovaTech Equipment 11,2659.8,1789.69,215,4.1,1715
P00978,Sports,Equipment,UrbanNest Equipment 12,10430.08,5657.82,340,4.3,4232
P00979,Sports,Equipment,Vistara Equipment 13,11534.54,8697.91,95,4.9,2578
P00980,Sports,Equipment,Zenith Equipment 14,11691.53,8756.96,800,3.5,4233
P00981,Sports,Equipment,UrbanNest Equipment 15,11389.94,6328.37,738,3.7,374
P00982,Sports,Equipment,GlowCare Equipment 16,9298.47,5145.76,495,4.6,4122
P00983,Sports,Equipment,FitPro Equipment 17,1261.89,668.36,93,4,4773
P00984,Sports,Equipment,Zenith Equipment 18,9504.25,5694.36,571,3.4,4538
P00985,Sports,Equipment,FitPro Equipment 19,12566.44,7890.58,36,3.6,3745
P00986,Sports,Equipment,GlowCare Equipment 20,557.11,276.79,105,3.6,1536
P00987,Sports,Equipment,HomeEase Equipment 21,4610.41,2748.7,574,3.7,3582
P00988,Sports,Equipment,ByteMax Equipment 22,4295.65,2985.99,292,3.8,2263
P00989,Sports,Equipment,Vistara Equipment 23,14017.74,8893.65,687,4.7,2129
P00990,Sports,Equipment,NovaTech Equipment 24,14843.45,8086.67,98,4.7,1836
P00991,Sports,Equipment,DailyKart Equipment 25,14239.61,10695.19,945,4.2,3735
P00992,Sports,Equipment,Zenith Equipment 26,11979.06,7728.55,142,3.7,2110
P00993,Sports,Equipment,DailyKart Equipment 27,2710.2,1437.63,602,3.9,2525
P00994,Sports,Equipment,ByteMax Equipment 28,14439.05,9442.51,380,4.4,1545
P00995,Sports,Equipment,DailyKart Equipment 29,7504.82,4971.14,872,4.2,2084
P00996,Sports,Equipment,DailyKart Equipment 30,5271.69,4068.61,277,3.9,1802
P00997,Sports,Equipment,Vistara Equipment 31,11273.19,8759.19,825,4.1,1703
P00998,Sports,Equipment,NovaTech Equipment 32,569.08,398.34,510,3.6,3558
P00999,Sports,Equipment,HomeEase Equipment 33,6947.93,4732.62,844,4,651
P01000,Sports,Equipment,DailyKart Equipment 34,4667.58,3629.51,878,3.7,4003
P01001,Sports,Equipment,HomeEase Equipment 35,8252.39,6335.94,897,4,2647
P01002,Sports,Equipment,Vistara Equipment 36,9207.26,5823.4,715,3.5,3894
P01003,Sports,Equipment,GlowCare Equipment 37,5908.54,3807.25,176,4.5,2322
P01004,Sports,Equipment,DailyKart Equipment 38,1259,618.79,905,4.1,4950
P01005,Sports,Equipment,DailyKart Equipment 39,11376.2,6239.95,217,4.2,4424
P01006,Sports,Equipment,Vistara Equipment 40,10577.41,6028.59,855,4.4,319
P01007,Sports,Equipment,UrbanNest Equipment 41,2604.19,1762.31,388,3.6,3140
P01008,Sports,Equipment,Aarohi Equipment 42,3120.83,1611.27,534,3.8,4856
