Order_Item_ID,Order_ID,Product_ID,Discount_Pct,Quantity,Unit_Price_INR,Gross_Sales_INR,Discount_Amount_INR,Net_Sales_INR,Cost_INR,Gross_Profit_INR
OI0096858,O057947,P00629,19.8,1,2499.43,2499.43,494.89,2004.54,1386.45,618.09
OI0096859,O057947,P00817,18.9,2,1086.21,2172.42,410.59,1761.83,1508.1,253.73
OI0096860,O057948,P00281,0.2,1,5882.1,5882.1,11.76,5870.34,2939.66,2930.68
OI0096861,O057949,P00140,14.1,2,77009.38,154018.76,21716.65,132302.11,86424.7,45877.41
OI0096862,O057950,P00604,11.7,2,5934.99,11869.98,1388.79,10481.19,6616.54,3864.65
OI0096863,O057951,P00040,27.5,1,61950.31,61950.31,17036.34,44913.97,45699.53,-785.56
OI0096864,O057951,P00518,27.9,1,4962.3,4962.3,1384.48,3577.82,3065.58,512.24
OI0096865,O057952,P00376,21.3,1,18700.16,18700.16,3983.13,14717.03,13287.17,1429.86
OI0096866,O057953,P00199,8.3,2,1871.03,3742.06,310.59,3431.47,1995.86,1435.61
OI0096867,O057953,P00393,22.4,1,15403.96,15403.96,3450.49,11953.47,11957.48,-4.01
OI0096868,O057954,P00168,8,1,25293.26,25293.26,2023.46,23269.8,12749.84,10519.96
OI0096869,O057955,P00714,11.4,1,475.34,475.34,54.19,421.15,338.35,82.8
OI0096870,O057955,P00355,8.6,1,21345.57,21345.57,1835.72,19509.85,15419.42,4090.43
OI0096871,O057956,P00237,0,2,611.98,1223.96,0,1223.96,829.32,394.64
OI0096872,O057956,P00979,0.1,3,11534.54,34603.62,34.6,34569.02,26093.73,8475.29
OI0096873,O057956,P00706,20.3,1,529.34,529.34,107.46,421.88,266.61,155.27
OI0096874,O057957,P00688,20.6,1,1064.57,1064.57,219.3,845.27,816.25,29.02
OI0096875,O057958,P00978,15.7,1,10430.08,10430.08,1637.52,8792.56,5657.82,3134.74
OI0096876,O057958,P00744,6.3,1,1689.5,1689.5,106.44,1583.06,1017.8,565.26
OI0096877,O057959,P00326,6.4,1,2728.72,2728.72,174.64,2554.08,1580.32,973.76
OI0096878,O057959,P00631,14,1,2640.01,2640.01,369.6,2270.41,1395.82,874.59
OI0096879,O057960,P00854,14,1,13848.95,13848.95,1938.85,11910.1,6795.99,5114.11
OI0096880,O057961,P00148,10.5,1,26274.29,26274.29,2758.8,23515.49,16061.52,7453.97
OI0096881,O057962,P00959,9,1,5996.78,5996.78,539.71,5457.07,3600.03,1857.04
OI0096882,O057962,P00295,3.6,1,4454.5,4454.5,160.36,4294.14,3043.59,1250.55
OI0096883,O057962,P00953,9,1,6970.88,6970.88,627.38,6343.5,4455.9,1887.6
OI0096884,O057963,P00083,4.3,2,48136.06,96272.12,4139.7,92132.42,66497.14,25635.28
OI0096885,O057964,P00700,11.5,3,2491.37,7474.11,859.52,6614.59,5735.91,878.68
OI0096886,O057965,P00666,21.6,1,760.14,760.14,164.19,595.95,467.55,128.4
OI0096887,O057965,P00419,7.2,1,4226.37,4226.37,304.3,3922.07,3108,814.07
OI0096888,O057966,P00237,12,1,611.98,611.98,73.44,538.54,414.66,123.88
OI0096889,O057966,P00484,12.2,2,22251.87,44503.74,5429.46,39074.28,22929.38,16144.9
OI0096890,O057966,P00918,4.7,1,9459.21,9459.21,444.58,9014.63,6066.26,2948.37
OI0096891,O057967,P00032,14.9,2,14371.12,28742.24,4282.59,24459.65,21107.02,3352.63
OI0096892,O057968,P00310,5.2,1,6206.41,6206.41,322.73,5883.68,3566.45,2317.23
OI0096893,O057968,P00903,15.9,2,8432.76,16865.52,2681.62,14183.9,11392.78,2791.12
OI0096894,O057968,P00642,10,2,505.56,1011.12,101.11,910.01,680.5,229.51
OI0096895,O057969,P00834,10.7,1,2426.82,2426.82,259.67,2167.15,1672.25,494.9
OI0096896,O057969,P00593,9.7,1,5583.82,5583.82,541.63,5042.19,3694.34,1347.85
OI0096897,O057970,P00500,11.9,1,1598.17,1598.17,190.18,1407.99,903.02,504.97
OI0096898,O057971,P01000,4.5,1,4667.58,4667.58,210.04,4457.54,3629.51,828.03
OI0096899,O057972,P00507,19.8,1,1448.89,1448.89,286.88,1162.01,854.34,307.67
OI0096900,O057973,P00731,14.3,1,2458.98,2458.98,351.63,2107.35,1660.66,446.69
OI0096901,O057974,P00946,21.3,1,3927.21,3927.21,836.5,3090.71,2133.26,957.45
OI0096902,O057975,P00451,13.9,1,9302.18,9302.18,1293,8009.18,5935.14,2074.04
OI0096903,O057975,P00110,17.2,1,75312.72,75312.72,12953.79,62358.93,52120.14,10238.79
OI0096904,O057976,P00291,4.6,1,4621.78,4621.78,212.6,4409.18,2986.61,1422.57
OI0096905,O057976,P00694,14,1,1458.28,1458.28,204.16,1254.12,864.23,389.89
OI0096906,O057977,P00506,7.8,4,2150.98,8603.92,671.11,7932.81,5688.2,2244.61
OI0096907,O057977,P00337,18.1,1,4771.97,4771.97,863.73,3908.24,2954.48,953.76
OI0096908,O057978,P00145,5.6,1,27024.06,27024.06,1513.35,25510.71,16536.59,8974.12
OI0096909,O057979,P00222,18.9,1,594.46,594.46,112.35,482.11,450.61,31.5
OI0096910,O057979,P00237,1.6,1,611.98,611.98,9.79,602.19,414.66,187.53
OI0096911,O057980,P00032,17.3,2,14371.12,28742.24,4972.41,23769.83,21107.02,2662.81
OI0096912,O057980,P00268,20.5,3,2454.44,7363.32,1509.48,5853.84,5078.43,775.41
OI0096913,O057980,P00085,3.6,1,64937.47,64937.47,2337.75,62599.72,31524.73,31074.99
OI0096914,O057980,P00081,4.6,1,70810.06,70810.06,3257.26,67552.8,49532.98,18019.82
OI0096915,O057981,P00899,16.9,1,5552.9,5552.9,938.44,4614.46,2804.39,1810.07
OI0096916,O057982,P00086,6.5,1,31287.63,31287.63,2033.7,29253.93,16194.29,13059.64
OI0096917,O057982,P00096,11.1,1,86996.09,86996.09,9656.57,77339.52,58048.2,19291.32
OI0096918,O057983,P00817,0,1,1086.21,1086.21,0,1086.21,754.05,332.16
OI0096919,O057983,P00163,12.6,1,868.73,868.73,109.46,759.27,418.22,341.05
OI0096920,O057983,P00735,15.4,1,1816.86,1816.86,279.8,1537.06,1402.42,134.64
OI0096921,O057984,P00449,12.4,1,9112.44,9112.44,1129.94,7982.5,6786.35,1196.15
OI0096922,O057984,P00999,19.6,1,6947.93,6947.93,1361.79,5586.14,4732.62,853.52
OI0096923,O057985,P00648,10.9,1,2725.4,2725.4,297.07,2428.33,1890.97,537.36
OI0096924,O057986,P00836,17.1,1,1029.47,1029.47,176.04,853.43,608.13,245.3
OI0096925,O057986,P00654,9,1,5219.53,5219.53,469.76,4749.77,2618.74,2131.03
OI0096926,O057987,P00986,28.4,1,557.11,557.11,158.22,398.89,276.79,122.1
OI0096927,O057987,P00068,14.6,1,43684.91,43684.91,6378,37306.91,21913.47,15393.44
OI0096928,O057988,P00089,24.3,2,28448.33,56896.66,13825.89,43070.77,42180.1,890.67
OI0096929,O057989,P00582,17.1,2,1278.74,2557.48,437.33,2120.15,1743.1,377.05
OI0096930,O057989,P00658,23,1,2202.1,2202.1,506.48,1695.62,1108.93,586.69
OI0096931,O057990,P00367,11.8,2,919.17,1838.34,216.92,1621.42,1037,584.42
OI0096932,O057990,P00934,15,1,12154.25,12154.25,1823.14,10331.11,8221.5,2109.61
OI0096933,O057991,P00087,17.8,1,70650.85,70650.85,12575.85,58075,46436.29,11638.71
OI0096934,O057992,P00526,11.9,2,5343.82,10687.64,1271.83,9415.81,7259.14,2156.67
OI0096935,O057993,P00495,17.1,1,23783.55,23783.55,4066.99,19716.56,16705.72,3010.84
OI0096936,O057994,P00106,17.8,1,28068.23,28068.23,4996.14,23072.09,16232.2,6839.89
OI0096937,O057995,P00426,17.1,1,8506.66,8506.66,1454.64,7052.02,6368.34,683.68
OI0096938,O057996,P00721,7.4,1,1012.71,1012.71,74.94,937.77,664.31,273.46
OI0096939,O057997,P00619,9.3,1,3403.81,3403.81,316.55,3087.26,2013.27,1073.99
OI0096940,O057997,P00242,9.9,1,6448.46,6448.46,638.4,5810.06,3973.15,1836.91
OI0096941,O057998,P00851,14.9,1,1373.41,1373.41,204.64,1168.77,965.3,203.47
OI0096942,O057999,P00279,10.3,3,5669.34,17008.02,1751.83,15256.19,11816.34,3439.85
OI0096943,O058000,P00856,4.1,1,1094.36,1094.36,44.87,1049.49,755.49,294
OI0096944,O058001,P00382,10.7,2,16362.58,32725.16,3501.59,29223.57,17547.66,11675.91
OI0096945,O058001,P00602,12.1,1,5094.83,5094.83,616.47,4478.36,3418.26,1060.1
OI0096946,O058001,P00460,4.6,4,21699.87,86799.48,3992.78,82806.7,43655.76,39150.94
OI0096947,O058002,P00869,13.2,1,8522.15,8522.15,1124.92,7397.23,4391.62,3005.61
OI0096948,O058003,P00146,14.8,1,83945.06,83945.06,12423.87,71521.19,55342.52,16178.67
OI0096949,O058004,P00619,13.7,2,3403.81,6807.62,932.64,5874.98,4026.54,1848.44
OI0096950,O058005,P00913,8.9,1,11118.64,11118.64,989.56,10129.08,6565.93,3563.15
OI0096951,O058006,P00694,16.6,2,1458.28,2916.56,484.15,2432.41,1728.46,703.95
OI0096952,O058006,P00936,16.4,2,2784.93,5569.86,913.46,4656.4,4193.68,462.72
OI0096953,O058007,P00834,14.3,1,2426.82,2426.82,347.04,2079.78,1672.25,407.53
OI0096954,O058008,P00888,11.2,1,12601.2,12601.2,1411.33,11189.87,6170.07,5019.8
OI0096955,O058009,P00791,17,4,2393.99,9575.96,1627.91,7948.05,5617.04,2331.01
OI0096956,O058010,P00042,16.1,1,88126.65,88126.65,14188.39,73938.26,45631.79,28306.47
OI0096957,O058011,P00403,20.7,3,11593.48,34780.44,7199.55,27580.89,19484.76,8096.13
OI0096958,O058011,P00758,10.5,1,2042.04,2042.04,214.41,1827.63,1086.85,740.78
OI0096959,O058012,P00568,19.4,1,4608.5,4608.5,894.05,3714.45,2767.98,946.47
OI0096960,O058013,P00876,15.6,3,2825.67,8477.01,1322.41,7154.6,4428.72,2725.88
OI0096961,O058014,P00581,6.3,1,997.31,997.31,62.83,934.48,692.87,241.61
OI0096962,O058015,P00578,19.5,1,3625.82,3625.82,707.03,2918.79,2132.36,786.43
OI0096963,O058015,P00690,2.8,1,1519.51,1519.51,42.55,1476.96,1011.04,465.92
OI0096964,O058016,P00311,18.2,4,1380.47,5521.88,1004.98,4516.9,2724.6,1792.3
OI0096965,O058017,P00424,0,4,20596.25,82385,0,82385,40868.04,41516.96
OI0096966,O058017,P00636,33.3,1,5724.97,5724.97,1906.42,3818.55,3649.17,169.38
OI0096967,O058018,P00926,1,2,10750.7,21501.4,215.01,21286.39,13961.94,7324.45
OI0096968,O058018,P00957,18.2,1,6492.57,6492.57,1181.65,5310.92,3961.26,1349.66
OI0096969,O058019,P00424,5.1,1,20596.25,20596.25,1050.41,19545.84,10217.01,9328.83
OI0096970,O058020,P00951,17.8,1,9231.11,9231.11,1643.14,7587.97,6026.75,1561.22
OI0096971,O058020,P00911,17.5,1,1891,1891,330.92,1560.08,1171.88,388.19
OI0096972,O058021,P00694,18.4,2,1458.28,2916.56,536.65,2379.91,1728.46,651.45
OI0096973,O058022,P00803,10.2,2,1622.62,3245.24,331.01,2914.23,2341.96,572.27
OI0096974,O058022,P00523,14.2,1,1747.36,1747.36,248.13,1499.23,902.99,596.24
OI0096975,O058022,P00923,1,1,10148.17,10148.17,101.48,10046.69,5776.55,4270.14
OI0096976,O058023,P00923,15,1,10148.17,10148.17,1522.23,8625.94,5776.55,2849.39
OI0096977,O058023,P00218,2,2,6832.05,13664.1,273.28,13390.82,6657.32,6733.5
OI0096978,O058024,P00482,11.6,1,8926.99,8926.99,1035.53,7891.46,4870.71,3020.75
OI0096979,O058024,P00178,14.6,1,3542.66,3542.66,517.23,3025.43,2234.82,790.61
OI0096980,O058025,P00910,12.7,1,10290.17,10290.17,1306.85,8983.32,6501.39,2481.93
OI0096981,O058026,P00940,8.5,1,13696.88,13696.88,1164.23,12532.65,7161.62,5371.03
OI0096982,O058026,P00404,19,1,9598.04,9598.04,1823.63,7774.41,7408.87,365.54
OI0096983,O058027,P00105,12.5,1,28099.42,28099.42,3512.43,24586.99,17259.03,7327.96
OI0096984,O058027,P00398,15,2,22363.28,44726.56,6708.98,38017.58,31773.44,6244.14
OI0096985,O058028,P00557,11.2,2,4891.11,9782.22,1095.61,8686.61,5450.18,3236.43
OI0096986,O058028,P00019,15.5,1,87318.03,87318.03,13534.29,73783.74,48375.59,25408.15
OI0096987,O058028,P00042,8.8,3,88126.65,264379.95,23265.44,241114.51,136895.37,104219.14
OI0096988,O058028,P00304,18.5,1,445,445,82.32,362.68,332.11,30.56
OI0096989,O058029,P00610,17.3,4,1055.28,4221.12,730.25,3490.87,2180.92,1309.95
OI0096990,O058029,P00518,8.6,1,4962.3,4962.3,426.76,4535.54,3065.58,1469.96
OI0096991,O058030,P00346,20.7,1,11286.83,11286.83,2336.37,8950.46,7207.48,1742.98
OI0096992,O058031,P00299,20.1,1,3473.43,3473.43,698.16,2775.27,2308.47,466.8
OI0096993,O058032,P00724,8.7,1,2169.97,2169.97,188.79,1981.18,1394.6,586.58
OI0096994,O058033,P00768,9.1,1,908.41,908.41,82.67,825.74,474.01,351.73
OI0096995,O058034,P00116,11,3,67230.62,201691.86,22186.1,179505.76,152020.41,27485.35
OI0096996,O058034,P00431,9.4,1,24942.18,24942.18,2344.56,22597.62,13728.03,8869.59
OI0096997,O058034,P00755,27.4,1,907.49,907.49,248.65,658.84,479.29,179.55
OI0096998,O058035,P00362,18.3,1,300.69,300.69,55.03,245.66,202.19,43.47
OI0096999,O058036,P00978,10.1,1,10430.08,10430.08,1053.44,9376.64,5657.82,3718.82
OI0097000,O058037,P00701,7.3,2,1451.74,2903.48,211.95,2691.53,2150.8,540.73
OI0097001,O058038,P00084,6.6,1,26241.24,26241.24,1731.92,24509.32,19072.59,5436.73
OI0097002,O058038,P00295,13.5,1,4454.5,4454.5,601.36,3853.14,3043.59,809.55
OI0097003,O058039,P00392,21,1,12076.71,12076.71,2536.11,9540.6,6962.48,2578.12
OI0097004,O058040,P00937,1.1,1,12215.28,12215.28,134.37,12080.91,6267.51,5813.4
OI0097005,O058041,P00918,7.9,1,9459.21,9459.21,747.28,8711.93,6066.26,2645.67
OI0097006,O058042,P00266,7.8,1,2463.27,2463.27,192.14,2271.13,1402.14,868.99
OI0097007,O058043,P00447,17.3,4,2054.47,8217.88,1421.69,6796.19,5028.76,1767.43
OI0097008,O058043,P00941,19.3,1,1865.75,1865.75,360.09,1505.66,1342.2,163.46
OI0097009,O058043,P00929,9.8,2,10201.58,20403.16,1999.51,18403.65,13885.1,4518.55
OI0097010,O058043,P00015,5.9,1,68218.15,68218.15,4024.87,64193.28,37413.83,26779.45
OI0097011,O058044,P00464,15.2,1,22853.85,22853.85,3473.79,19380.06,16183.31,3196.75
OI0097012,O058045,P00026,16.9,1,77536.64,77536.64,13103.69,64432.95,55324.31,9108.64
OI0097013,O058046,P00341,9.7,2,24203.12,48406.24,4695.41,43710.83,28637.08,15073.75
OI0097014,O058047,P00019,19.3,1,87318.03,87318.03,16852.38,70465.65,48375.59,22090.06
OI0097015,O058048,P00472,4.3,1,19250.51,19250.51,827.77,18422.74,14909.49,3513.25
OI0097016,O058049,P00306,20.3,1,2392.48,2392.48,485.67,1906.81,1756.28,150.53
OI0097017,O058050,P00898,7.7,2,3370.36,6740.72,519.04,6221.68,5161.14,1060.54
OI0097018,O058050,P00577,18.7,1,396.59,396.59,74.16,322.43,221.13,101.3
OI0097019,O058050,P00187,26.3,1,5871.08,5871.08,1544.09,4326.99,3329.44,997.55
OI0097020,O058051,P00171,8.1,1,1336.49,1336.49,108.26,1228.23,1007.99,220.24
OI0097021,O058052,P00437,15.5,1,9012.83,9012.83,1396.99,7615.84,5776.14,1839.7
OI0097022,O058052,P00911,0,1,1891,1891,0,1891,1171.88,719.12
OI0097023,O058052,P00523,11,1,1747.36,1747.36,192.21,1555.15,902.99,652.16
OI0097024,O058052,P00208,20.2,1,6953.21,6953.21,1404.55,5548.66,4757.89,790.77
OI0097025,O058053,P00518,18.2,1,4962.3,4962.3,903.14,4059.16,3065.58,993.58
OI0097026,O058053,P00429,3.4,1,896.94,896.94,30.5,866.44,691.38,175.06
OI0097027,O058054,P00234,12.9,2,665.81,1331.62,171.78,1159.84,1023.8,136.04
OI0097028,O058054,P00430,14.3,3,6892.16,20676.48,2956.74,17719.74,13658.79,4060.95
OI0097029,O058054,P00269,0,1,5920.33,5920.33,0,5920.33,4532.82,1387.51
OI0097030,O058055,P00504,2,1,2990.11,2990.11,59.8,2930.31,2118.11,812.2
OI0097031,O058056,P00439,9.1,3,14450.79,43352.37,3945.07,39407.3,29712.87,9694.43
OI0097032,O058056,P00271,13.4,2,4418.72,8837.44,1184.22,7653.22,5586.76,2066.46
OI0097033,O058056,P00972,12.9,2,8466.82,16933.64,2184.44,14749.2,9582.3,5166.9
OI0097034,O058056,P00896,1.9,1,14316.9,14316.9,272.02,14044.88,10898.07,3146.81
OI0097035,O058057,P00286,17.1,2,1937.54,3875.08,662.64,3212.44,1903.54,1308.9
OI0097036,O058058,P00883,10.2,1,2804.03,2804.03,286.01,2518.02,1515.08,1002.94
OI0097037,O058058,P00583,14,1,1453.28,1453.28,203.46,1249.82,978.77,271.05
OI0097038,O058058,P00534,0,1,2913.93,2913.93,0,2913.93,1687.02,1226.91
OI0097039,O058058,P00131,14.1,1,67574.55,67574.55,9528.01,58046.54,37700.11,20346.43
OI0097040,O058059,P00568,14.3,3,4608.5,13825.5,1977.05,11848.45,8303.94,3544.51
OI0097041,O058060,P00249,7.5,2,1838.19,3676.38,275.73,3400.65,2839.98,560.67
OI0097042,O058060,P00534,15.5,1,2913.93,2913.93,451.66,2462.27,1687.02,775.25
OI0097043,O058060,P00157,0.5,1,13632.6,13632.6,68.16,13564.44,7239.43,6325.01
OI0097044,O058060,P00465,19.3,2,11380.46,22760.92,4392.86,18368.06,15898.22,2469.84
OI0097045,O058061,P00774,6.5,3,1099.91,3299.73,214.48,3085.25,1628.91,1456.34
OI0097046,O058061,P00598,11.6,1,1592.74,1592.74,184.76,1407.98,951.57,456.41
OI0097047,O058062,P00153,10.7,2,54865.72,109731.44,11741.26,97990.18,69677.78,28312.4
OI0097048,O058063,P00800,16.1,1,2167.33,2167.33,348.94,1818.39,1282.49,535.9
OI0097049,O058063,P00526,4.4,2,5343.82,10687.64,470.26,10217.38,7259.14,2958.24
OI0097050,O058064,P00743,21.6,1,1555.4,1555.4,335.97,1219.43,1089.61,129.82
OI0097051,O058064,P00630,6.1,1,5793.62,5793.62,353.41,5440.21,3016.34,2423.87
OI0097052,O058065,P00309,10,2,2394.52,4789.04,478.9,4310.14,3377.8,932.34
OI0097053,O058065,P00357,10.1,1,894.24,894.24,90.32,803.92,431.01,372.91
OI0097054,O058066,P00389,0,1,22407.72,22407.72,0,22407.72,14438.36,7969.36
OI0097055,O058067,P00635,10.5,1,5540.34,5540.34,581.74,4958.6,2673.28,2285.32
OI0097056,O058067,P00962,19.2,2,4406.38,8812.76,1692.05,7120.71,4349.06,2771.65
OI0097057,O058068,P00709,5,1,2204.09,2204.09,110.2,2093.89,1670.41,423.48
OI0097058,O058069,P00147,8.5,2,23335.26,46670.52,3966.99,42703.53,31339.82,11363.71
OI0097059,O058069,P00019,22.2,1,87318.03,87318.03,19384.6,67933.43,48375.59,19557.84
OI0097060,O058069,P00495,23.7,1,23783.55,23783.55,5636.7,18146.85,16705.72,1441.13
OI0097061,O058070,P00350,21.7,1,18633.5,18633.5,4043.47,14590.03,12542.75,2047.28
OI0097062,O058070,P00657,11.7,1,1276.95,1276.95,149.4,1127.55,977.65,149.9
OI0097063,O058070,P00997,10.3,1,11273.19,11273.19,1161.14,10112.05,8759.19,1352.86
OI0097064,O058070,P00270,6.2,2,3290.24,6580.48,407.99,6172.49,4894.46,1278.03
OI0097065,O058071,P00998,13.6,2,569.08,1138.16,154.79,983.37,796.68,186.69
OI0097066,O058071,P00602,15.2,2,5094.83,10189.66,1548.83,8640.83,6836.52,1804.31
OI0097067,O058071,P00885,11.1,3,14154.69,42464.07,4713.51,37750.56,29022.99,8727.57
OI0097068,O058072,P00473,20.3,2,7160.01,14320.02,2906.96,11413.06,8967.7,2445.36
OI0097069,O058073,P00629,4.9,1,2499.43,2499.43,122.47,2376.96,1386.45,990.51
OI0097070,O058074,P00158,10.6,1,54304.47,54304.47,5756.27,48548.2,31014.62,17533.58
OI0097071,O058074,P00012,13.5,1,913.94,913.94,123.38,790.56,703.62,86.94
OI0097072,O058075,P00069,11,,44007.42,44007.42,4840.82,39166.6,26609.55,12557.05
OI0097073,O058075,P00955,15.8,1,8818.29,8818.29,1393.29,7425,6380.24,1044.76
OI0097074,O058076,P00852,15.3,1,2715.44,2715.44,415.46,2299.98,1415.72,884.26
OI0097075,O058076,P00478,4.1,1,19044.31,19044.31,780.82,18263.49,12174.62,6088.87
OI0097076,O058077,P00377,31.6,2,16342.04,32684.08,10328.17,22355.91,16315.8,6040.11
OI0097077,O058078,P01003,7.6,2,5908.54,11817.08,898.1,10918.98,7614.5,3304.48
OI0097078,O058079,P00300,7.8,2,5548.51,11097.02,865.57,10231.45,8338.16,1893.29
OI0097079,O058080,P00532,2.1,1,4074.42,4074.42,85.56,3988.86,3154.58,834.28
OI0097080,O058080,P00657,5.9,1,1276.95,1276.95,75.34,1201.61,977.65,223.96
OI0097081,O058081,P00430,5.5,2,6892.16,13784.32,758.14,13026.18,9105.86,3920.32
OI0097082,O058081,P00679,0,1,2330.56,2330.56,0,2330.56,1667.76,662.8
OI0097083,O058082,P00040,16.9,1,61950.31,61950.31,10469.6,51480.71,45699.53,5781.18
OI0097084,O058082,P00040,11.5,1,61950.31,61950.31,7124.29,54826.02,45699.53,9126.49
OI0097085,O058082,P00924,8.2,2,10575.43,21150.86,1734.37,19416.49,10699.26,8717.23
OI0097086,O058083,P00339,13.7,1,14666.98,14666.98,2009.38,12657.6,8291.04,4366.56
OI0097087,O058084,P00285,7.8,3,4884.7,14654.1,1143.02,13511.08,9870.75,3640.33
OI0097088,O058084,P00238,7.3,1,4836.98,4836.98,353.1,4483.88,2567.16,1916.72
OI0097089,O058085,P00140,12.8,1,77009.38,77009.38,9857.2,67152.18,43212.35,23939.83
OI0097090,O058085,P00256,21,1,2644.7,2644.7,555.39,2089.31,1664.3,425.01
OI0097091,O058085,P00285,16.6,,4884.7,4884.7,810.86,4073.84,3290.25,783.59
OI0097092,O058086,P00280,5.9,1,4805.3,4805.3,283.51,4521.79,2965.28,1556.51
OI0097093,O058087,P00377,12.6,2,16342.04,32684.08,4118.19,28565.89,16315.8,12250.09
OI0097094,O058088,P00118,14.1,2,37689.4,75378.8,10628.41,64750.39,53986.06,10764.33
OI0097095,O058089,P00206,14.3,3,765.78,2297.34,328.52,1968.82,1418.13,550.69
OI0097096,O058090,P00202,8.5,3,6741.38,20224.14,1719.05,18505.09,15690.69,2814.4
OI0097097,O058091,P00035,0,1,8542.72,8542.72,0,8542.72,5126.71,3416.01
OI0097098,O058092,P00407,9.8,1,10714.42,10714.42,1050.01,9664.41,5699.97,3964.44
OI0097099,O058093,Unknown,21.4,1,5678.13,5678.13,1215.12,4463.01,4070.19,392.82
OI0097100,O058094,P00488,19.3,1,7408.15,7408.15,1429.77,5978.38,3859.85,2118.53
OI0097101,O058095,P00674,19.2,1,1935.96,1935.96,371.7,1564.26,1451.05,113.21
OI0097102,O058095,P00470,21.7,2,4119.74,8239.48,1787.97,6451.51,6355.7,95.81
OI0097103,O058095,P00093,18.9,1,40392.79,40392.79,7634.24,32758.55,23175.8,9582.75
OI0097104,O058096,P00011,24,1,1235.43,1235.43,296.5,938.93,803.81,135.12
OI0097105,O058097,P00781,16.6,1,236.38,236.38,39.24,197.14,173.35,23.79
OI0097106,O058098,P00344,7.6,1,11323.36,11323.36,860.58,10462.78,5912.52,4550.26
OI0097107,O058099,P00588,15,1,3382.72,3382.72,507.41,2875.31,2078.48,796.83
OI0097108,O058100,P00275,12.1,1,1113.88,1113.88,134.78,979.1,540.97,438.13
OI0097109,O058100,P00864,12.3,1,6149.89,6149.89,756.44,5393.45,3648.16,1745.29
OI0097110,O058101,P00337,7.9,4,4771.97,19087.88,1507.94,17579.94,11817.92,5762.02
OI0097111,O058102,P00714,18,1,475.34,475.34,85.56,389.78,338.35,51.43
OI0097112,O058103,P00900,11.4,1,693.85,693.85,79.1,614.75,421.68,193.07
OI0097113,O058103,P00894,12.8,1,10580.28,10580.28,1354.28,9226,7649.61,1576.39
OI0097114,O058103,P00854,18.6,1,13848.95,13848.95,2575.9,11273.05,6795.99,4477.06
OI0097115,O058104,P00224,17.3,2,6915.06,13830.12,2392.61,11437.51,9524.82,1912.69
OI0097116,O058105,P00887,10.7,1,9943.77,9943.77,1063.98,8879.79,5789.52,3090.27
OI0097117,O058106,P00816,13.1,1,2220.2,2220.2,290.85,1929.35,1135.44,793.91
OI0097118,O058106,P00705,9.1,1,2238.93,2238.93,203.74,2035.19,1187.84,847.35
OI0097119,O058107,P00029,13.7,2,21442.71,42885.42,5875.3,37010.12,27170.96,9839.16
OI0097120,O058107,P00379,16.7,1,21912.67,21912.67,3659.42,18253.25,15693.15,2560.1
OI0097121,O058108,P00683,6.9,1,2011.13,2011.13,138.77,1872.36,1054.15,818.21
OI0097122,O058109,P00164,6.6,1,15905.78,15905.78,1049.78,14856,11895.73,2960.27
OI0097123,O058110,P00179,18,1,1915.48,1915.48,344.79,1570.69,1286.14,284.55
OI0097124,O058110,P00327,16.9,1,6056.95,6056.95,1023.62,5033.33,3442.58,1590.75
OI0097125,O058111,P00743,0.7,1,1555.4,1555.4,10.89,1544.51,1089.61,454.9
OI0097126,O058112,P00318,0.8,2,1313.8,2627.6,21.02,2606.58,1360.44,1246.14
OI0097127,O058112,P00927,9.8,1,13425.39,13425.39,1315.69,12109.7,7836.43,4273.27
OI0097128,O058113,P00108,9.7,1,38267.34,38267.34,3711.93,34555.41,27327.78,7227.63
OI0097129,O058114,P00115,7.9,2,42460.96,84921.92,6708.83,78213.09,41370.26,36842.83
OI0097130,O058115,P00923,17.7,2,10148.17,20296.34,3592.45,16703.89,11553.1,5150.79
OI0097131,O058116,P00795,10.6,3,438.86,1316.58,139.56,1177.02,803.7,373.32
OI0097132,O058117,P00567,6.2,1,2394.71,2394.71,148.47,2246.24,1655.72,590.52
OI0097133,O058117,P01003,6.9,3,5908.54,17725.62,1223.07,16502.55,11421.75,5080.8
OI0097134,O058118,P00775,6.1,2,350.08,700.16,42.71,657.45,440.14,217.31
OI0097135,O058118,P00339,11.3,2,14666.98,29333.96,3314.74,26019.22,16582.08,9437.14
OI0097136,O058119,P00807,22.5,1,2326.1,2326.1,523.37,1802.73,1413.64,389.09
OI0097137,O058120,P00441,16.1,2,17306.11,34612.22,5572.57,29039.65,22003.1,7036.55
OI0097138,O058120,P00200,20.2,1,994.82,994.82,200.95,793.87,514.88,278.99
OI0097139,O058120,P00153,12.7,1,54865.72,54865.72,6967.95,47897.77,34838.89,13058.88
OI0097140,O058120,P00528,11.4,1,3051.71,3051.71,347.89,2703.82,1809.14,894.68
OI0097141,O058121,P00818,8.3,4,1437.42,5749.68,477.22,5272.46,3190.16,2082.3
OI0097142,O058122,P00381,17.9,1,4204.07,4204.07,752.53,3451.54,2641.81,809.73
OI0097143,O058122,P00682,15.5,2,2382.12,4764.24,738.46,4025.78,2298.22,1727.56
OI0097144,O058123,P00155,15.4,1,41001.57,41001.57,6314.24,34687.33,30373.77,4313.56
OI0097145,O058124,P00852,11.3,1,2715.44,2715.44,306.84,2408.6,1415.72,992.88
