Delivery_ID,Order_ID,Warehouse,Shipment_Type,Promised_Days,Actual_Delivery_Days,Shipping_Cost_INR,Delivery_Status,Ship_Date
D052716,O052716,Delhi NCR,Standard,7,1,199.3,On Time,24-10-24
D052717,O052717,Hyderabad,Standard,5,1,95.37,On Time,26-02-24
D052718,O052718,Bengaluru,Standard,5,8,175.6,Late,27-05-25
D052719,O052719,Delhi NCR,Standard,5,5,266.74,On Time,09-06-25
D052720,O052720,Delhi NCR,Standard,5,6,45.95,Late,21-06-24
D052721,O052721,Bengaluru,Express,3,5,136.43,Late,15-11-24
D052722,O052722,Hyderabad,Standard,5,5,252.11,On Time,10-01-24
D052723,O052723,Mumbai,Standard,3,4,72.08,Late,26-07-25
D052724,O052724,Bengaluru,Standard,7,5,233.64,On Time,10-02-25
D052725,O052725,Hyderabad,Standard,5,5,179.55,On Time,24-02-24
D052726,O052726,Hyderabad,Standard,3,4,270.79,Late,07-11-24
D052727,O052727,Hyderabad,Standard,5,6,78.13,Late,03-06-24
D052728,O052728,Delhi NCR,Standard,3,6,110.55,Late,16-10-25
D052729,O052729,Mumbai,Standard,7,9,153.93,Late,09-03-25
D052730,O052730,Kolkata,Standard,5,7,66.18,Late,07-09-25
D052731,O052731,Delhi NCR,Standard,5,6,216.62,Late,26-10-25
D052732,O052732,Delhi NCR,Standard,7,2,266.98,On Time,25-09-25
D052733,O052733,Hyderabad,Standard,7,3,185.72,On Time,27-12-24
D052734,O052734,Bengaluru,Standard,5,3,198.48,On Time,01-09-25
D052735,O052735,Bengaluru,Standard,5,2,106.69,On Time,29-12-24
D052736,O052736,Kolkata,Standard,5,2,218.72,On Time,02-05-25
D052737,O052737,Delhi NCR,Express,5,7,80.58,Late,15-01-25
D052738,O052738,Kolkata,Standard,7,5,132.58,On Time,08-11-24
D052739,O052739,Bengaluru,Standard,5,9,155.37,Late,14-01-24
D052740,O052740,Mumbai,Standard,5,6,249.72,Late,20-08-25
D052741,O052741,Kolkata,Standard,3,4,192.47,Late,08-05-25
D052742,O052742,Bengaluru,Express,5,4,89.74,On Time,06-02-25
D052743,O052743,Delhi NCR,Express,3,3,171.66,On Time,03-10-25
D052744,O052744,Mumbai,Standard,5,6,203.34,Late,29-04-25
D052745,O052745,Kolkata,Standard,3,3,54.81,On Time,14-08-24
D052746,O052746,Delhi NCR,Express,7,5,153.8,On Time,01-01-26
D052747,O052747,Kolkata,Standard,7,4,51.72,On Time,24-10-25
D052748,O052748,Hyderabad,Standard,3,6,241.94,Late,24-11-24
D052749,O052749,Kolkata,Standard,3,1,225.1,On Time,03-04-25
D052750,O052750,Mumbai,Express,5,1,181.46,On Time,11-09-25
D052751,O052751,Mumbai,Standard,5,6,215.08,Late,21-05-25
D052752,O052752,Bengaluru,Standard,5,6,248.85,Late,24-12-25
D052753,O052753,Kolkata,Standard,3,6,241.1,Late,13-12-24
D052754,O052754,Mumbai,Standard,7,5,278.09,On Time,03-02-24
D052755,O052755,Delhi NCR,Standard,5,3,107.82,On Time,11-09-25
D052756,O052756,Mumbai,Standard,5,4,237.37,On Time,26-06-25
D052757,O052757,Mumbai,Standard,5,4,135.76,On Time,03-03-24
D052758,O052758,Bengaluru,Standard,5,6,100.03,Late,14-03-24
D052759,O052759,Bengaluru,Standard,5,1,147.18,On Time,17-04-24
D052760,O052760,Kolkata,Standard,5,2,36.38,On Time,31-03-25
D052761,O052761,Hyderabad,Express,7,4,152.63,On Time,22-03-25
D052762,O052762,Bengaluru,Standard,5,5,84.63,On Time,27-02-25
D052763,O052763,Mumbai,Standard,5,7,218.46,Late,26-01-24
D052764,O052764,Delhi NCR,Standard,5,1,112.53,On Time,21-05-24
D052765,O052765,Bengaluru,Standard,5,7,161.85,Late,17-09-24
D052766,O052766,Delhi NCR,Standard,5,2,187.3,On Time,19-01-25
D052767,O052767,Hyderabad,Standard,5,1,117.07,On Time,04-10-25
D052768,O052768,Delhi NCR,Standard,5,8,272.83,Late,06-03-24
D052769,O052769,Bengaluru,Express,5,1,65.94,On Time,20-01-24
D052770,O052770,Kolkata,Standard,7,4,241.08,On Time,09-10-24
D052771,O052771,Bengaluru,Standard,5,5,217.25,On Time,28-11-24
D052772,O052772,Delhi NCR,Standard,5,5,74.96,On Time,25-03-24
D052773,O052773,Mumbai,Standard,3,6,68.07,Late,17-05-24
D052774,O052774,Bengaluru,Standard,5,5,127.6,On Time,28-07-25
D052775,O052775,Kolkata,Standard,5,6,135.29,Late,28-03-25
D052776,O052776,Hyderabad,Standard,5,5,82.31,On Time,08-01-25
D052777,O052777,Mumbai,Express,3,5,204.63,Late,04-02-24
D052778,O052778,Bengaluru,Standard,5,4,152.96,On Time,08-05-25
D052779,O052779,Mumbai,Standard,5,4,41.95,On Time,22-04-25
D052780,O052780,Delhi NCR,Standard,5,7,84.75,Late,28-01-24
D052781,O052781,Delhi NCR,Standard,5,8,150.86,Late,18-12-24
D052782,O052782,Mumbai,Express,3,6,164.95,Late,10-07-25
D052783,O052783,Delhi NCR,Standard,5,6,169.87,Late,11-03-25
D052784,O052784,Mumbai,Standard,5,7,241.79,Late,21-10-24
D052785,O052785,Hyderabad,Standard,3,6,224.09,Late,05-11-25
D052786,O052786,Delhi NCR,Standard,5,1,171.45,On Time,15-12-25
D052787,O052787,Delhi NCR,Standard,5,5,96.85,On Time,06-09-25
D052788,O052788,Hyderabad,Standard,5,3,138.63,On Time,27-01-24
D052789,O052789,Hyderabad,Standard,5,4,86.16,On Time,01-06-25
D052790,O052790,Bengaluru,Standard,5,1,143.84,On Time,01-07-24
D052791,O052791,Bengaluru,Standard,7,6,207.08,On Time,20-12-25
D052792,O052792,Hyderabad,Express,5,3,233.96,On Time,14-03-25
D052793,O052793,Kolkata,Standard,5,2,232.2,On Time,12-12-24
D052794,O052794,Hyderabad,Express,5,3,140.53,On Time,01-05-25
D052795,O052795,Mumbai,Express,7,5,118.69,On Time,30-12-24
D052796,O052796,Bengaluru,Standard,7,4,72.08,On Time,23-04-25
D052797,O052797,Delhi NCR,Standard,3,6,49.31,Late,09-02-24
D052798,O052798,Delhi NCR,Express,5,5,200.23,On Time,21-10-25
D052799,O052799,Delhi NCR,Standard,5,3,216.83,On Time,06-05-25
D052800,O052800,Hyderabad,Standard,3,2,140.34,On Time,19-10-24
D052801,O052801,Hyderabad,Standard,5,6,254.69,Late,23-10-25
D052802,O052802,Delhi NCR,Standard,5,4,230.82,On Time,12-08-24
D052803,O052803,Delhi NCR,Standard,3,5,225.21,Late,17-03-24
D052804,O052804,Delhi NCR,Standard,5,1,99.01,On Time,07-11-25
D052805,O052805,Hyderabad,Standard,3,3,84.69,On Time,24-04-25
D052806,O052806,Delhi NCR,Standard,3,1,230.98,On Time,13-08-25
D052807,O052807,Delhi NCR,Standard,3,5,201.69,Late,27-05-25
D052808,O052808,Mumbai,Standard,5,5,149.1,On Time,22-02-24
D052809,O052809,Delhi NCR,Standard,5,4,131.38,On Time,03-07-24
D052810,O052810,Bengaluru,Express,5,2,86.56,On Time,06-04-25
D052811,O052811,Bengaluru,Express,5,3,273.05,On Time,13-12-25
D052812,O052812,Bengaluru,Standard,5,2,232.38,On Time,23-04-25
D052813,O052813,Mumbai,Express,5,8,95.61,Late,31-03-25
D052814,O052814,Mumbai,Standard,5,6,187.74,Late,15-04-25
D052815,O052815,Delhi NCR,Express,5,4,152.65,On Time,11-03-25
D052816,O052816,Mumbai,Standard,5,2,116.37,On Time,02-11-24
D052817,O052817,Hyderabad,Standard,3,9,241.88,Late,31-01-24
D052818,O052818,Kolkata,Standard,7,3,263.29,On Time,22-10-25
D052819,O052819,Kolkata,Standard,5,5,262.85,On Time,16-10-25
D052820,O052820,Delhi NCR,Standard,3,5,153.62,Late,06-08-24
D052821,O052821,Bengaluru,Standard,5,2,187.72,On Time,26-06-24
D052822,O052822,Delhi NCR,Express,5,8,91.14,Late,05-11-25
D052823,O052823,Delhi NCR,Standard,7,3,97.41,On Time,21-12-24
D052824,O052824,Kolkata,Standard,3,1,245.56,On Time,15-11-25
D052825,O052825,Hyderabad,Standard,5,2,196.79,On Time,10-04-24
D052826,O052826,Bengaluru,Standard,7,8,104.79,Late,05-06-25
D052827,O052827,Delhi NCR,Express,7,9,44.64,Late,04-05-25
D052828,O052828,Mumbai,Standard,5,8,45.44,Late,14-01-24
D052829,O052829,Hyderabad,Standard,3,8,71.21,Late,27-06-25
D052830,O052830,Mumbai,Standard,3,5,148.38,Late,15-04-24
D052831,O052831,Kolkata,Standard,5,7,266.64,Late,26-10-25
D052832,O052832,Hyderabad,Express,5,4,250.47,On Time,20-03-24
D052833,O052833,Kolkata,Standard,5,1,91.17,On Time,21-12-24
D052834,O052834,Bengaluru,Express,5,5,166.96,On Time,06-07-25
D052835,O052835,Bengaluru,Standard,3,3,236.51,On Time,16-05-24
D052836,O052836,Delhi NCR,Standard,5,7,246.7,Late,17-10-24
D052837,O052837,Kolkata,Standard,3,8,208.98,Late,02-06-25
D052838,O052838,Bengaluru,Express,7,5,60.57,On Time,15-04-24
D052839,O052839,Kolkata,Standard,3,4,267.23,Late,28-08-25
D052840,O052840,Delhi NCR,Standard,3,4,173.62,Late,11-11-24
D052841,O052841,Bengaluru,Standard,5,8,205.15,Late,17-11-24
D052842,O052842,Mumbai,Express,5,4,62.06,On Time,13-05-25
D052843,O052843,Bengaluru,Express,7,1,157.6,On Time,18-07-24
D052844,O052844,Bengaluru,Express,5,3,52.42,On Time,25-09-25
D052845,O052845,Kolkata,Standard,3,4,192.55,Late,05-09-25
D052846,O052846,Hyderabad,Standard,7,5,245.84,On Time,27-06-25
D052847,O052847,Mumbai,Standard,7,1,278.94,On Time,21-01-25
D052848,O052848,Delhi NCR,Express,5,5,47.29,On Time,14-12-24
D052849,O052849,Hyderabad,Express,5,4,254.07,On Time,21-05-25
D052850,O052850,Delhi NCR,Express,7,6,223.27,On Time,06-04-25
D052851,O052851,Hyderabad,Standard,7,7,130.02,On Time,20-04-25
D052852,O052852,Bengaluru,Standard,5,7,180.75,Late,22-12-24
D052853,O052853,Kolkata,Standard,7,2,279.02,On Time,29-09-25
D052854,O052854,Kolkata,Standard,3,6,195.34,Late,22-05-25
D052855,O052855,Delhi NCR,Standard,5,7,129.01,Late,08-08-25
D052856,O052856,Kolkata,Standard,3,6,35.52,Late,17-02-25
D052857,O052857,Bengaluru,Standard,5,2,236.64,On Time,23-09-24
D052858,O052858,Mumbai,Standard,5,4,243.26,On Time,03-10-25
D052859,O052859,Bengaluru,Express,5,4,43.49,On Time,05-08-25
D052860,O052860,Hyderabad,Express,5,5,136.22,On Time,14-03-25
D052861,O052861,Bengaluru,Standard,5,4,229.31,On Time,02-03-25
D052862,O052862,Mumbai,Express,3,4,192.84,Late,20-04-24
D052863,O052863,Delhi NCR,Standard,5,2,47.38,On Time,10-12-25
D052864,O052864,Kolkata,Standard,5,2,170.19,On Time,23-02-24
D052865,O052865,Hyderabad,Standard,7,7,266.31,On Time,08-02-24
D052866,O052866,Delhi NCR,Standard,5,5,169.03,On Time,27-08-24
D052867,O052867,Delhi NCR,Standard,5,8,249.92,Late,01-01-26
D052868,O052868,Delhi NCR,Standard,5,5,145.3,On Time,06-04-25
D052869,O052869,Mumbai,Standard,5,6,80.65,Late,02-04-25
D052870,O052870,Kolkata,Standard,5,5,175.94,On Time,20-04-24
D052871,O052871,Mumbai,Express,5,7,154.85,Late,02-05-24
D052872,O052872,Hyderabad,Standard,5,9,172.37,Late,21-04-25
D052873,O052873,Kolkata,Standard,5,3,112.3,On Time,26-12-25
D052874,O052874,Bengaluru,Standard,7,5,208.25,On Time,17-04-25
D052875,O052875,Bengaluru,Standard,7,3,206.22,On Time,27-11-25
D052876,O052876,Bengaluru,Express,3,3,73.16,On Time,11-06-25
D052877,O052877,Delhi NCR,Standard,5,6,68.76,Late,10-06-25
D052878,O052878,Kolkata,Standard,5,1,123.01,On Time,16-03-25
D052879,O052879,Hyderabad,Express,5,2,168.43,On Time,19-11-25
D052880,O052880,Mumbai,Standard,5,7,273.31,Late,02-12-25
D052881,O052881,Delhi NCR,Standard,3,1,193.26,On Time,21-08-24
D052882,O052882,Bengaluru,Standard,5,6,258.56,Late,23-04-24
D052883,O052883,Mumbai,Standard,5,8,54.21,Late,16-07-25
D052884,O052884,Hyderabad,Standard,5,4,274,On Time,19-04-24
D052885,O052885,Kolkata,Standard,3,5,122.06,Late,01-10-25
D052886,O052886,Mumbai,Standard,7,7,101.52,On Time,31-05-25
D052887,O052887,Kolkata,Standard,7,6,38.38,On Time,21-01-25
D052888,O052888,Kolkata,Standard,3,6,182.29,Late,27-04-24
D052889,O052889,Mumbai,Standard,3,7,227.26,Late,18-10-24
D052890,O052890,Delhi NCR,Standard,3,8,104.99,Late,29-12-24
D052891,O052891,Kolkata,Standard,5,5,162.17,On Time,12-12-25
D052892,O052892,Bengaluru,Express,5,5,78.03,On Time,03-11-25
D052893,O052893,Kolkata,Standard,7,6,165.14,On Time,22-12-24
D052894,O052894,Bengaluru,Standard,7,2,56.47,On Time,18-08-25
D052895,O052895,Hyderabad,Standard,5,5,137.96,On Time,29-09-25
D052896,O052896,Bengaluru,Standard,3,6,133.46,Late,18-09-25
D052897,O052897,Bengaluru,Standard,3,4,98.23,Late,26-06-25
D052898,O052898,Bengaluru,Standard,5,3,255.47,On Time,06-11-24
D052899,O052899,Kolkata,Standard,3,5,176.39,Late,09-02-25
D052900,O052900,Delhi NCR,Standard,5,2,171.69,On Time,20-03-25
D052901,O052901,Kolkata,Standard,5,3,82.94,On Time,27-04-24
D052902,O052902,Delhi NCR,Standard,5,5,256.16,On Time,08-10-24
D052903,O052903,Bengaluru,Standard,5,6,78.69,Late,21-02-24
D052904,O052904,Mumbai,Express,5,6,115.18,Late,12-11-24
D052905,O052905,Mumbai,Standard,5,7,219.38,Late,14-04-25
D052906,O052906,Bengaluru,Express,7,2,80.7,On Time,26-01-24
D052907,O052907,Kolkata,Standard,7,4,121.71,On Time,10-12-25
D052908,O052908,Bengaluru,Standard,7,7,267.26,On Time,31-07-24
D052909,O052909,Delhi NCR,Standard,5,5,152.48,On Time,01-07-24
D052910,O052910,Hyderabad,Standard,7,8,87.46,Late,06-01-26
D052911,O052911,Mumbai,Standard,3,1,36.41,On Time,09-12-25
D052912,O052912,Hyderabad,Standard,7,5,279.48,On Time,15-10-24
D052913,O052913,Mumbai,Standard,7,6,140.53,On Time,16-02-25
D052914,O052914,Bengaluru,Standard,7,4,152.56,On Time,08-07-25
D052915,O052915,Hyderabad,Standard,5,3,246.06,On Time,25-10-25
D052916,O052916,Hyderabad,Standard,7,5,113.69,On Time,04-02-25
D052917,O052917,Delhi NCR,Standard,5,1,276.39,On Time,05-04-25
D052918,O052918,Hyderabad,Standard,5,4,139.48,On Time,14-06-25
D052919,O052919,Bengaluru,Express,5,4,191.26,On Time,06-02-24
D052920,O052920,Mumbai,Standard,5,2,177.99,On Time,07-06-24
D052921,O052921,Bengaluru,Standard,5,5,268.4,On Time,29-06-24
D052922,O052922,Bengaluru,Express,5,1,87.45,On Time,15-06-24
D052923,O052923,Hyderabad,Standard,5,9,201.8,Late,02-03-24
D052924,O052924,Mumbai,Standard,5,3,176.76,On Time,27-05-25
D052925,O052925,Kolkata,Express,5,5,216.79,On Time,05-06-25
D052926,O052926,Bengaluru,Standard,5,2,96.5,On Time,15-10-24
D052927,O052927,Kolkata,Standard,5,4,262.45,On Time,09-02-25
D052928,O052928,Mumbai,Standard,7,1,268.11,On Time,15-05-24
D052929,O052929,Mumbai,Standard,5,6,113.36,Late,01-07-25
D052930,O052930,Mumbai,Standard,7,5,83.3,On Time,27-11-24
D052931,O052931,Bengaluru,Standard,5,6,87.07,Late,17-11-24
D052932,O052932,Mumbai,Standard,5,10,93.39,Late,19-07-24
D052933,O052933,Mumbai,Standard,5,4,262.35,On Time,11-01-25
D052934,O052934,Kolkata,Standard,5,7,112.51,Late,22-10-24
D052935,O052935,Hyderabad,Standard,7,7,125.49,On Time,08-02-24
D052936,O052936,Delhi NCR,Standard,5,1,244.73,On Time,15-10-24
D052937,O052937,Delhi NCR,Standard,5,3,174.6,On Time,19-10-25
D052938,O052938,Delhi NCR,Standard,7,8,159.84,Late,21-03-25
D052939,O052939,Mumbai,Standard,5,2,77.68,On Time,15-03-25
D052940,O052940,Kolkata,Standard,5,4,35.29,On Time,01-09-24
D052941,O052941,Kolkata,Express,3,12,279.07,Late,27-02-24
D052942,O052942,Bengaluru,Standard,5,1,119.19,On Time,20-06-25
D052943,O052943,Delhi NCR,Standard,3,8,177.78,Late,30-04-24
D052944,O052944,Mumbai,Express,5,4,146.51,On Time,02-03-25
D052945,O052945,Delhi NCR,Standard,7,7,199.63,On Time,17-01-25
D052946,O052946,Hyderabad,Express,5,3,90.88,On Time,23-04-24
D052947,O052947,Delhi NCR,Standard,5,2,129.43,On Time,25-05-24
D052948,O052948,Delhi NCR,Standard,5,1,129.74,On Time,29-01-24
D052949,O052949,Hyderabad,Standard,5,1,48.41,On Time,02-09-25
D052950,O052950,Kolkata,Standard,3,5,159.51,Late,30-05-25
D052951,O052951,Delhi NCR,Standard,5,5,222.26,On Time,29-10-24
D052952,O052952,Hyderabad,Standard,3,3,223.04,On Time,20-01-24
D052953,O052953,Mumbai,Standard,5,2,224.78,On Time,04-12-24
D052954,O052954,Hyderabad,Standard,5,4,200.16,On Time,05-11-24
D052955,O052955,Bengaluru,Standard,7,4,69.07,On Time,08-05-24
D052956,O052956,Mumbai,Standard,3,1,101.23,On Time,07-09-25
D052957,O052957,Kolkata,Standard,5,1,246.59,On Time,06-05-24
D052958,O052958,Mumbai,Standard,3,3,258.98,On Time,02-11-25
D052959,O052959,Mumbai,Standard,5,2,248.54,On Time,22-03-25
D052960,O052960,Delhi NCR,Standard,5,8,263.6,Late,01-03-24
D052961,O052961,Bengaluru,Standard,3,8,118.46,Late,23-11-24
D052962,O052962,Delhi NCR,Standard,5,5,146.34,On Time,13-11-24
D052963,O052963,Hyderabad,Standard,3,6,157.6,Late,27-11-25
D052964,O052964,Hyderabad,Standard,5,2,114.45,On Time,17-02-24
D052965,O052965,Bengaluru,Standard,3,6,248.64,Late,13-05-25
D052966,O052966,Hyderabad,Standard,5,6,82.14,Late,15-10-25
D052967,O052967,Kolkata,Standard,5,7,128.69,Late,18-12-25
D052968,O052968,Hyderabad,Standard,5,5,232.11,On Time,02-01-26
D052969,O052969,Mumbai,Standard,5,2,225.71,On Time,23-10-25
D052970,O052970,Delhi NCR,Express,7,1,231.35,On Time,23-05-25
D052971,O052971,Bengaluru,Express,3,6,175.24,Late,16-09-24
D052972,O052972,Hyderabad,Express,5,5,215.34,On Time,16-05-25
D052973,O052973,Hyderabad,Standard,5,5,171.91,On Time,25-11-25
D052974,O052974,Delhi NCR,Standard,5,7,206.51,Late,26-08-24
D052975,O052975,Hyderabad,Standard,7,4,99.5,On Time,30-03-24
D052976,O052976,Bengaluru,Standard,7,3,116.84,On Time,14-10-25
D052977,O052977,Bengaluru,Standard,3,7,152.46,Late,24-07-24
D052978,O052978,Delhi NCR,Standard,7,8,216.98,Late,09-12-25
D052979,O052979,Hyderabad,Express,5,4,250.87,On Time,05-12-24
D052980,O052980,Hyderabad,Standard,3,6,85.93,Late,03-11-24
D052981,O052981,Unknown,Standard,7,3,183.56,On Time,24-05-25
D052982,O052982,Kolkata,Standard,3,3,74.6,On Time,25-05-24
D052983,O052983,Bengaluru,Standard,5,8,220.49,Late,19-01-25
D052984,O052984,Kolkata,Standard,5,1,273.33,On Time,13-06-24
D052985,O052985,Hyderabad,Standard,5,3,257.16,On Time,17-10-24
D052986,O052986,Bengaluru,Standard,5,3,224.78,On Time,28-08-24
D052987,O052987,Mumbai,Standard,5,4,192.56,On Time,02-09-24
D052988,O052988,Delhi NCR,Standard,5,1,49.81,On Time,28-05-25
D052989,O052989,Mumbai,Express,7,3,255.66,On Time,16-04-25
D052990,O052990,Delhi NCR,Standard,5,5,191.69,On Time,27-04-24
D052991,O052991,Hyderabad,Standard,5,1,216.89,On Time,08-08-24
D052992,O052992,Delhi NCR,Standard,7,5,276.75,On Time,14-02-25
D052993,O052993,Mumbai,Standard,3,4,211.11,Late,02-06-24
D052994,O052994,Delhi NCR,Express,7,10,175.15,Late,13-11-25
D052995,O052995,Bengaluru,Standard,7,4,57.34,On Time,19-05-25
D052996,O052996,Kolkata,Express,5,4,68.37,On Time,01-11-25
D052997,O052997,Mumbai,Standard,5,4,256.05,On Time,19-10-24
D052998,O052998,Mumbai,Express,7,1,146.32,On Time,01-05-25
D052999,O052999,Unknown,Standard,5,7,97.84,Late,06-01-25
D053000,O053000,Kolkata,Standard,7,6,204.03,On Time,06-06-25
D053001,O053001,Mumbai,Standard,3,4,146.27,Late,10-09-24
D053002,O053002,Delhi NCR,Standard,5,1,101.7,On Time,28-12-24
D053003,O053003,Hyderabad,Express,5,3,134.67,On Time,26-06-25
D053004,O053004,Mumbai,Express,5,6,144.61,Late,01-09-25
D053005,O053005,Mumbai,Standard,5,7,132.49,Late,24-04-25
D053006,O053006,Mumbai,Standard,7,5,46.18,On Time,13-10-25
D053007,O053007,Delhi NCR,Standard,5,5,177.95,On Time,12-11-25
D053008,O053008,Hyderabad,Standard,5,1,122.01,On Time,23-01-24
D053009,O053009,Mumbai,Standard,5,5,186.05,On Time,04-12-24
D053010,O053010,Bengaluru,Standard,5,4,104.22,On Time,25-03-25
D053011,O053011,Delhi NCR,Express,3,6,91.18,Late,09-02-24
D053012,O053012,Mumbai,Standard,3,5,160.66,Late,17-05-25
D053013,O053013,Hyderabad,Standard,7,4,122,On Time,11-03-24
D053014,O053014,Kolkata,Standard,5,6,105.19,Late,05-03-25
D053015,O053015,Kolkata,Standard,3,5,275.27,Late,10-12-24
D053016,O053016,Delhi NCR,Standard,5,3,259.36,On Time,29-10-24
D053017,O053017,Delhi NCR,Standard,5,3,169.69,On Time,11-12-25
D053018,O053018,Bengaluru,Standard,5,2,251.56,On Time,13-05-25
D053019,O053019,Mumbai,Standard,5,4,202.34,On Time,08-10-24
D053020,O053020,Hyderabad,Standard,7,3,276.75,On Time,05-09-24
D053021,O053021,Delhi NCR,Standard,5,5,187.97,On Time,11-07-25
D053022,O053022,Delhi NCR,Express,5,2,42.15,On Time,15-07-25
D053023,O053023,Mumbai,Standard,5,7,91.59,Late,08-01-24
D053024,O053024,Hyderabad,Standard,5,2,59.37,On Time,01-10-24
D053025,O053025,Hyderabad,Standard,5,4,150.4,On Time,05-02-24
D053026,O053026,Bengaluru,Standard,5,1,87.86,On Time,08-03-24
D053027,O053027,Delhi NCR,Standard,3,5,186.54,Late,31-08-25
D053028,O053028,Kolkata,Standard,3,6,92.33,Late,01-09-24
D053029,O053029,Delhi NCR,Standard,3,1,153.75,On Time,10-12-25
D053030,O053030,Delhi NCR,Standard,7,6,127.11,On Time,17-02-25
D053031,O053031,Delhi NCR,Standard,5,4,125.93,On Time,07-05-25
D053032,O053032,Bengaluru,Standard,5,4,259.11,On Time,05-04-24
D053033,O053033,Hyderabad,Standard,5,5,208.62,On Time,12-04-25
D053034,O053034,Mumbai,Standard,7,3,163.33,On Time,12-10-25
D053035,O053035,Hyderabad,Standard,5,2,40.64,On Time,04-10-25
D053036,O053036,Delhi NCR,Express,7,6,49.06,On Time,27-03-24
D053037,O053037,Bengaluru,Standard,5,8,220.37,Late,21-04-24
D053038,O053038,Delhi NCR,Standard,5,2,201.63,On Time,03-10-24
D053039,O053039,Mumbai,Express,5,5,262.04,On Time,18-11-24
D053040,O053040,Kolkata,Standard,3,6,272.62,Late,08-08-25
D053041,O053041,Delhi NCR,Express,5,1,167.49,On Time,02-04-24
D053042,O053042,Mumbai,Express,5,1,208.25,On Time,04-07-24
D053043,O053043,Hyderabad,Standard,5,5,63.15,On Time,03-08-25
D053044,O053044,Hyderabad,Express,5,1,185.32,On Time,30-05-25
D053045,O053045,Delhi NCR,Standard,5,3,269.21,On Time,04-05-25
D053046,O053046,Mumbai,Standard,5,4,101.49,On Time,30-03-25
D053047,O053047,Bengaluru,Standard,5,7,191.96,Late,24-04-24
D053048,O053048,Kolkata,Standard,5,9,239.44,Late,05-04-24
D053049,O053049,Mumbai,Express,5,8,159.47,Late,04-05-25
D053050,O053050,Hyderabad,Standard,7,1,174.86,On Time,15-06-25
D053051,O053051,Bengaluru,Standard,7,5,108.61,On Time,23-12-25
D053052,O053052,Kolkata,Standard,5,6,41.64,Late,24-10-24
D053053,O053053,Delhi NCR,Standard,5,8,75.6,Late,11-01-24
D053054,O053054,Kolkata,Standard,7,3,56.33,On Time,14-11-25
D053055,O053055,Delhi NCR,Standard,5,7,114.74,Late,26-12-25
D053056,O053056,Bengaluru,Standard,7,4,69.32,On Time,14-03-24
D053057,O053057,Mumbai,Standard,5,5,67.62,On Time,26-03-24
D053058,O053058,Mumbai,Standard,5,7,203.42,Late,03-02-25
D053059,O053059,Kolkata,Standard,5,7,273.27,Late,20-05-25
D053060,O053060,Bengaluru,Standard,7,7,111.76,On Time,03-01-25
D053061,O053061,Delhi NCR,Standard,5,2,102.78,On Time,08-06-24
D053062,O053062,Delhi NCR,Express,3,7,217.03,Late,17-03-24
D053063,O053063,Hyderabad,Standard,5,5,90.31,On Time,21-10-24
D053064,O053064,Mumbai,Standard,3,6,64.18,Late,23-02-25
D053065,O053065,Hyderabad,Express,5,6,132.82,Late,02-01-25
D053066,O053066,Hyderabad,Express,5,4,209.27,On Time,04-09-24
D053067,O053067,Kolkata,Standard,5,3,116.32,On Time,29-05-24
D053068,O053068,Kolkata,Express,5,7,114.36,Late,10-04-25
D053069,O053069,Kolkata,Standard,5,8,198.88,Late,16-12-25
D053070,O053070,Hyderabad,Standard,5,3,248.54,On Time,05-11-25
D053071,O053071,Mumbai,Standard,7,8,173.43,Late,10-11-25
D053072,O053072,Delhi NCR,Standard,5,8,50.65,Late,25-09-24
D053073,O053073,Mumbai,Express,5,1,54.53,On Time,09-08-24
D053074,O053074,Delhi NCR,Standard,5,4,154.38,On Time,26-09-25
D053075,O053075,Delhi NCR,Express,3,3,42.17,On Time,15-06-25
D053076,O053076,Kolkata,Standard,5,2,171.96,On Time,18-08-25
D053077,O053077,Mumbai,Standard,7,3,36.12,On Time,07-03-24
D053078,O053078,Mumbai,Express,7,5,54.03,On Time,17-11-24
D053079,O053079,Delhi NCR,Standard,5,5,175.43,On Time,26-09-24
D053080,O053080,Kolkata,Standard,7,4,125.99,On Time,05-04-24
D053081,O053081,Bengaluru,Standard,5,7,47.81,Late,21-02-24
D053082,O053082,Mumbai,Standard,5,5,110.05,On Time,28-11-24
D053083,O053083,Hyderabad,Standard,5,7,93.76,Late,16-12-24
D053084,O053084,Mumbai,Express,5,5,253.87,On Time,24-08-25
D053085,O053085,Kolkata,Standard,3,6,241.74,Late,21-06-24
D053086,O053086,Delhi NCR,Express,5,4,66.94,On Time,15-06-25
D053087,O053087,Hyderabad,Express,5,3,263.5,On Time,11-10-24
D053088,O053088,Kolkata,Standard,7,7,239.82,On Time,11-11-25
D053089,O053089,Hyderabad,Standard,5,7,121.93,Late,30-12-24
D053090,O053090,Kolkata,Standard,5,5,157.21,On Time,13-11-25
D053091,O053091,Hyderabad,Standard,7,7,213.97,On Time,01-03-24
D053092,O053092,Delhi NCR,Standard,5,5,100.66,On Time,14-08-24
D053093,O053093,Delhi NCR,Standard,7,4,163.1,On Time,17-01-25
D053094,O053094,Bengaluru,Standard,7,3,123.94,On Time,04-12-25
D053095,O053095,Hyderabad,Express,5,6,222.07,Late,08-12-24
D053096,O053096,Bengaluru,Standard,5,1,218.92,On Time,28-07-24
D053097,O053097,Bengaluru,Standard,7,6,60.66,On Time,20-06-24
D053098,O053098,Kolkata,Express,5,6,225.38,Late,25-11-24
